exp_name,location,asset_type,asset_name,capacity
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48443,solar,solar,666.6506210483096
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48443,wind,wind,128.00771762998482
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48443,geothermal,geothermal,181.79275040319067
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48443,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48443,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48443,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48443,diesel,diesel,10.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48479,solar,solar,793.7440302424137
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48479,wind,wind,193.59880461046274
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48479,geothermal,geothermal,231.88900160448202
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48479,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48479,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48479,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48479,diesel,diesel,10.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48505,solar,solar,742.2114504800707
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48505,wind,wind,171.73947744478875
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48505,geothermal,geothermal,178.87843654880544
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48505,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48505,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48505,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48505,diesel,diesel,10.0
all_gen_1GW___005__ren_penetration=0.2__site_gen_penetration=0,48189,solar,solar,104.42954577818091
all_gen_1GW___005__ren_penetration=0.2__site_gen_penetration=0,48189,wind,wind,223.67148231774593
all_gen_1GW___005__ren_penetration=0.2__site_gen_penetration=0,48189,geothermal,geothermal,0.0
